loot_vox10_1000.ply	29.7054	41.3093	40.7767	11592	0.014783	3.453	1.55	1.236	784142
loot_vox10_1001.ply	29.7248	41.0588	41.0299	11432	0.0145927	5.606	1.783	2.369	783406
loot_vox10_1002.ply	29.7923	41.1288	40.7113	11632	0.014909	6.375	2.866	2.535	780200
loot_vox10_1003.ply	29.7373	41.1371	40.5141	11488	0.0147572	6.145	1.913	2.734	778467
loot_vox10_1004.ply	29.694	41.4783	40.5054	11592	0.0149299	6.216	2.902	1.788	776427
loot_vox10_1005.ply	29.7112	41.4732	40.5333	11600	0.0149698	6.134	1.927	2.735	774893
loot_vox10_1006.ply	29.7071	41.4216	40.3097	11872	0.0153	5.305	1.95	2.026	775949
loot_vox10_1007.ply	29.645	41.4219	40.672	11912	0.0153611	6.052	1.882	2.711	775463
loot_vox10_1008.ply	29.6704	41.1649	40.5585	11768	0.0151709	6.228	2.84	2.021	775698
loot_vox10_1009.ply	29.6168	41.2224	40.7955	11568	0.0148685	6.248	2.02	2.735	778020
loot_vox10_1010.ply	29.6231	41.1314	40.7233	11720	0.0150535	5.806	2.819	1.47	778554
loot_vox10_1011.ply	29.6573	41.165	40.669	11512	0.0147592	6.257	2.016	2.745	779986
loot_vox10_1012.ply	29.7214	40.9954	40.451	11512	0.0147415	6.712	2.857	2.575	780926
loot_vox10_1013.ply	29.6951	40.9532	40.6129	11512	0.0147067	4.315	1.814	1.68	782770
loot_vox10_1014.ply	29.7658	40.9942	40.8323	11720	0.0149399	5.401	1.801	2.124	784474
loot_vox10_1015.ply	29.8555	41.1914	40.9091	11352	0.0144576	7.663	1.953	2.953	785193
loot_vox10_1016.ply	29.8819	41.3872	40.9584	11360	0.0145135	6.371	1.945	2.858	782720
loot_vox10_1017.ply	29.8736	41.3629	40.6909	11528	0.014749	5.74	2	2.419	781613
loot_vox10_1018.ply	29.8107	41.1962	40.7704	11560	0.0148204	5.171	1.946	1.686	780006
loot_vox10_1019.ply	29.7697	41.5158	40.6536	11528	0.0147738	6.4	1.994	2.95	780302
loot_vox10_1020.ply	29.6931	41.3168	40.4995	11664	0.0149718	5.98	2.661	1.943	779066
loot_vox10_1021.ply	29.7066	41.4167	40.7134	11504	0.0147813	7.225	3.145	2.4	778280
loot_vox10_1022.ply	29.7494	41.3622	40.6286	11408	0.0146462	6.454	3.064	2.024	778907
loot_vox10_1023.ply	29.6681	41.4297	40.7412	11280	0.0144747	6.446	1.952	2.911	779289
loot_vox10_1024.ply	29.6495	41.2258	40.7582	11416	0.0146408	7.937	2.445	2.905	779739
loot_vox10_1025.ply	29.7039	41.1065	40.6965	11720	0.0150379	6.314	2.432	2.684	779364
loot_vox10_1026.ply	29.6108	41.5196	40.4979	11760	0.0150764	6.622	2.1	2.939	780025
loot_vox10_1027.ply	29.6669	41.1223	40.844	11664	0.0149467	6.827	3.086	2.537	780373
loot_vox10_1028.ply	29.7228	41.1126	40.5739	11472	0.0146766	6.454	1.952	2.882	781651
loot_vox10_1029.ply	29.8238	41.3896	40.5871	11432	0.0146306	6.331	1.871	2.835	781375
loot_vox10_1030.ply	29.8762	41.3721	40.7008	11704	0.0149211	6.872	2.269	2.973	784392
loot_vox10_1031.ply	29.7155	41.2484	40.8096	11584	0.0148006	7.399	3.221	2.529	782671
loot_vox10_1032.ply	29.7468	40.9878	40.5721	11688	0.0150425	6.235	3.086	2.161	776999
loot_vox10_1033.ply	29.7497	41.1172	40.3247	11968	0.0153702	5.821	2.799	1.992	778650
loot_vox10_1034.ply	29.7597	41.2613	40.629	11736	0.0150847	6.948	2.394	2.987	778007
loot_vox10_1035.ply	29.7859	41.3617	40.5438	11624	0.0149701	6.618	2.371	2.96	776483
loot_vox10_1036.ply	29.7932	41.4028	41.0738	11240	0.0143865	6.421	1.914	2.88	781287
loot_vox10_1037.ply	29.8017	41.3377	40.5062	11448	0.0146707	6.103	2.192	2.513	780329
loot_vox10_1038.ply	29.7637	41.4246	40.8376	11352	0.0145392	6.382	1.857	2.921	780785
loot_vox10_1039.ply	29.8267	41.1441	40.6161	11768	0.0149829	6.477	2.153	2.639	785430
loot_vox10_1040.ply	29.8101	41.2804	40.5469	11920	0.0150986	5.74	1.992	2.235	789479
loot_vox10_1041.ply	29.8889	41.1905	40.7412	11584	0.0146754	6.849	2.211	3.013	789348
loot_vox10_1042.ply	30.0364	41.2924	40.8595	11480	0.0144819	6.661	2.058	3.006	792714
loot_vox10_1043.ply	30.1055	41.512	40.6831	11880	0.0150215	5.346	2.063	1.583	790865
loot_vox10_1044.ply	29.9489	41.2987	40.9091	11352	0.0144065	6.742	3.313	2.416	787976
loot_vox10_1045.ply	29.9871	41.5009	40.5586	11288	0.0142937	6.907	2.261	3.058	789717
loot_vox10_1046.ply	30.1826	41.3609	40.6348	11328	0.0144315	6.916	2.194	3.049	784950
