frame0000.ply	25.6257	35.0081	34.4931	37288	0.0486883	5.396	1.871	1.495	1276312
frame0001.ply	25.708	35.0486	34.4529	38280	0.0487326	12.088	3.833	3.43	1305238
frame0002.ply	25.7228	35.0923	34.5006	37736	0.048091	8.288	3.332	1.751	1301975
frame0003.ply	25.726	35.0294	34.4589	38000	0.0490918	11.495	3.81	3.425	1295217
frame0004.ply	25.7067	35.1494	34.4094	37656	0.0486879	10.887	2.727	3.389	1293000
frame0005.ply	25.7633	35.1429	34.5176	36704	0.0475879	10.71	3.734	3.374	1289558
frame0006.ply	25.7064	35.1997	34.5117	36744	0.0475671	9.412	2.613	1.977	1294972
frame0007.ply	25.7546	35.1933	34.4506	37680	0.0490339	9.078	2.244	2.133	1284699
frame0008.ply	25.6741	35.0951	34.5191	35984	0.0474535	11.267	3.321	3.267	1262144
frame0009.ply	25.6684	35.0095	34.542	36680	0.0488869	11.592	3.699	3.319	1257813
frame0010.ply	25.725	35.1788	34.6856	35832	0.0466537	11.997	3.753	3.374	1286783
frame0011.ply	25.7064	35.0932	34.5211	37464	0.0484243	10.845	2.704	3.359	1291827
frame0012.ply	25.7282	35.0248	34.4565	38376	0.0488349	7.826	3.229	1.713	1303023
frame0013.ply	25.7456	35.0492	34.5369	36728	0.0486423	11.407	3.491	3.106	1271662
frame0014.ply	25.7089	35.0897	34.4361	37312	0.0492358	11.581	3.682	3.299	1269344
frame0015.ply	25.781	35.1508	34.5108	36272	0.0474369	12.636	3.914	3.557	1278299
frame0016.ply	25.6479	35.0403	34.4325	37424	0.0487991	10.268	2.363	2.966	1274292
frame0017.ply	25.6748	35.0171	34.4	37176	0.0484705	6.808	2.33	1.833	1270438
frame0018.ply	25.6776	35.1179	34.4957	36880	0.047082	12.487	3.754	3.605	1292494
frame0019.ply	25.7429	35.1323	34.5357	36632	0.0469377	12.836	4.015	3.633	1300060
frame0020.ply	25.665	34.9995	34.4335	36992	0.0485941	12.722	4.003	3.635	1278634
frame0021.ply	25.7059	34.95	34.3621	37864	0.0497933	11.686	3.139	3.607	1272105
frame0022.ply	25.7742	35.0631	34.4373	38160	0.0492369	11.356	2.626	3.598	1295701
frame0023.ply	25.7422	35.0648	34.5235	36616	0.0483031	12.383	3.876	3.666	1275864
frame0024.ply	25.7056	35.108	34.4615	36968	0.0482926	12.79	3.991	3.608	1287095
frame0025.ply	25.8029	35.1583	34.5781	36840	0.0468882	7.042	2.406	1.894	1299354
frame0026.ply	25.7446	35.065	34.4519	38024	0.047974	12.848	3.884	3.699	1307257
frame0027.ply	25.7867	35.1301	34.5519	37440	0.0465324	12.774	3.81	3.711	1308891
frame0028.ply	25.8085	35.1097	34.4237	38624	0.0472251	13.056	4.152	3.775	1320673
frame0029.ply	25.7624	35.0327	34.3844	38184	0.0474626	13.907	4.34	4.13	1298921
frame0030.ply	25.7513	35.0885	34.4939	37144	0.0464974	7.758	2.727	2.17	1305824
frame0031.ply	25.7285	35.1251	34.4695	37192	0.0468883	11.809	2.707	4.114	1285125
frame0032.ply	25.7044	34.8818	34.3107	39184	0.0493201	14.012	4.485	4.151	1282103
frame0033.ply	25.7677	35.0649	34.4482	37248	0.0474009	13.955	4.479	4.156	1279525
frame0034.ply	25.7431	35.1288	34.4705	38384	0.0470604	14.327	4.59	4.216	1308104
frame0035.ply	25.7312	34.9189	34.3562	39120	0.0483358	8.836	2.731	3.096	1286327
frame0036.ply	25.7877	35.0138	34.4654	38800	0.0468679	11.946	3.95	3.817	1319489
frame0037.ply	25.8187	35.0797	34.527	37592	0.0454679	14.128	4.52	4.269	1307469
frame0038.ply	25.833	35.1274	34.6237	37512	0.0439837	14.432	4.684	4.313	1319291
frame0039.ply	25.7959	35.1103	34.5594	37456	0.0449809	12.182	2.862	4.066	1308761
frame0040.ply	25.8108	35.0897	34.5754	38424	0.0452836	13.491	3.993	4.306	1316626
frame0041.ply	25.8095	35.1644	34.532	38120	0.04465	14.311	4.583	4.304	1314893
frame0042.ply	25.8091	35.0412	34.5692	39000	0.0447631	13.753	3.934	4.353	1332768
frame0043.ply	25.9065	35.183	34.5937	38672	0.0449759	14.563	4.754	4.334	1335285
frame0044.ply	25.782	35.0746	34.57	38296	0.0444686	14.553	4.746	4.326	1331387
frame0045.ply	25.7203	35.0236	34.4244	38792	0.0456273	7.826	2.76	2.19	1308025
frame0046.ply	25.7781	35.1666	34.5318	36992	0.0440272	12.891	4.68	4.291	1313784
frame0047.ply	25.7481	35.1791	34.6141	37624	0.0440099	13.951	4.16	4.308	1330369
frame0048.ply	25.7963	35.231	34.6411	36952	0.0440296	14.424	4.726	4.307	1317015
frame0049.ply	25.7512	35.125	34.6249	36680	0.0436467	12.967	4.026	3.715	1304517
frame0050.ply	25.6814	35.1762	34.5657	37112	0.0437218	14.428	4.755	4.315	1316350
frame0051.ply	25.684	35.1183	34.5541	37024	0.0445534	13.92	4.597	4.21	1285686
frame0052.ply	25.7149	35.0835	34.5149	37632	0.0450891	13.961	4.573	4.224	1301638
frame0053.ply	25.7198	34.9932	34.4643	38600	0.0460437	11.724	2.954	3.607	1290337
frame0054.ply	25.7483	35.0626	34.5152	38032	0.0454273	13.768	4.357	4.291	1306870
frame0055.ply	25.7543	35.1735	34.5237	37832	0.0448355	14.082	4.646	4.322	1310548
frame0056.ply	25.7406	35.1605	34.4806	39128	0.0456593	8.875	3.069	2.215	1319746
frame0057.ply	25.7539	35.0958	34.4856	38320	0.0454467	12.592	4.642	4.256	1301709
frame0058.ply	25.7452	35.0606	34.4612	39072	0.0458662	14.374	4.801	4.359	1313349
frame0059.ply	25.6762	34.9911	34.4777	38288	0.0453079	14.327	4.79	4.341	1307842
frame0060.ply	25.7137	35.0685	34.3921	38416	0.0458294	13.32	3.951	4.288	1301851
frame0061.ply	25.7542	35.1196	34.5105	38080	0.0446264	14.481	4.792	4.336	1324441
frame0062.ply	25.8117	35.1424	34.4785	38832	0.0448982	7.856	2.816	2.232	1326401
frame0063.ply	25.7234	35.1079	34.4029	38464	0.0452426	14.184	4.607	4.33	1323917
frame0064.ply	25.7991	35.0555	34.5595	38392	0.0449999	14.48	4.724	4.371	1328301
frame0065.ply	25.7558	35.1368	34.546	37896	0.045022	8.765	3.025	2.222	1316607
