frame0000.ply	27.5235	35.6753	34.245	65664	0.1402339	8.209	1660959
frame0001.ply	27.4962	35.6221	34.1628	66432	0.1393081	17.125	1664661
frame0002.ply	27.3958	35.4556	34.0557	67744	0.1425374	16.422	1656697
frame0003.ply	27.574	35.6735	34.2987	64216	0.1386866	17.034	1654124
frame0004.ply	27.6068	35.7487	34.314	63744	0.1343296	17.239	1656561
frame0005.ply	27.6976	35.8757	34.3887	63896	0.1348457	14.523	1665022
frame0006.ply	27.7991	35.8749	34.3407	58232	0.1367288	10.243	1565760
frame0007.ply	27.6323	35.9633	34.2914	59624	0.1345609	15.549	1589908
frame0008.ply	27.6161	35.7663	34.3253	61152	0.1397859	15.898	1585973
frame0009.ply	27.7002	35.7358	34.2632	58488	0.1448391	15.919	1544994
frame0010.ply	27.5436	35.7028	34.1759	61128	0.140291	15.754	1559008
frame0011.ply	27.5917	35.7257	34.2223	59672	0.136667	15.423	1556568
frame0012.ply	27.6284	35.8129	34.2766	58184	0.1363947	10.32	1547374
frame0013.ply	27.783	35.9774	34.4098	57760	0.1333753	16.233	1585062
frame0014.ply	27.8443	36.0154	34.4897	57320	0.1309568	13.953	1598347
frame0015.ply	27.9677	36.1124	34.5358	55488	0.1325152	17.883	1545602
frame0016.ply	27.8766	36.2781	34.5773	56016	0.1331706	17.422	1590127
frame0017.ply	27.7523	36.0851	34.6579	55832	0.1370635	16.499	1546890
frame0018.ply	27.7449	36.0777	34.5327	53872	0.0997123	16.481	1526865
frame0019.ply	27.8404	36.0958	34.5451	56256	0.1390445	17.75	1545554
frame0020.ply	27.7849	36.1632	34.5769	55136	0.136544	16.937	1546079
frame0021.ply	27.8701	36.3721	34.7355	50736	0.0982395	9.731	1516352
frame0022.ply	27.9761	36.4809	34.7753	50200	0.09673	12.539	1525039
frame0023.ply	27.9601	36.5958	34.9515	50144	0.0979066	15.263	1487741
frame0024.ply	27.9105	36.5729	34.9951	51024	0.1008741	13.626	1499850
frame0025.ply	28.0181	36.5085	34.8621	52136	0.1013256	11.824	1491284
frame0026.ply	27.8694	36.3491	34.8389	54160	0.1030288	15.202	1509204
frame0027.ply	27.7716	36.075	34.6787	56400	0.1061302	13.932	1504598
frame0028.ply	27.7214	36.1271	34.5624	56784	0.105653	16.174	1524350
frame0029.ply	27.6166	35.9172	34.5574	57312	0.1062223	8.967	1527716
frame0030.ply	27.6168	36.0784	34.5179	56456	0.1054108	14.243	1508712
frame0031.ply	27.6112	35.9889	34.5181	57160	0.1075246	15.603	1514389
frame0032.ply	27.6945	36.1331	34.6353	55712	0.1063987	15.688	1482160
frame0033.ply	27.8151	36.2373	34.6956	55024	0.1064905	16.073	1505534
frame0034.ply	27.7894	36.2642	34.7809	54832	0.1055069	14.491	1502229
frame0035.ply	27.7571	36.2267	34.6691	54808	0.1080065	15.7	1471702
frame0036.ply	27.7182	36.2697	34.7278	52848	0.1078676	15.358	1440931
frame0037.ply	27.6627	36.1679	34.7205	54832	0.1095711	11.677	1463923
