frame0000.ply	26.9254	36.3521	34.1292	31120	0.06700292	7.753	960703
frame0001.ply	26.917	36.2831	34.1226	31784	0.06824343	7.81	952178
frame0002.ply	26.7869	36.1875	34.0337	32048	0.06949761	7.732	949129
frame0003.ply	26.9903	36.4207	34.1882	30624	0.0676953	7.723	954852
frame0004.ply	27.0035	36.485	34.1983	30392	0.06606059	7.731	959854
frame0005.ply	27.0775	36.6152	34.4102	30424	0.06491975	7.729	959889
frame0006.ply	27.1632	36.5286	34.2171	27688	0.06774483	7.289	953156
frame0007.ply	27.0516	36.5407	34.2174	28720	0.06553668	7.4	947112
frame0008.ply	27.014	36.4234	34.2535	29120	0.07027535	7.461	960368
frame0009.ply	27.0648	36.4548	34.1236	27576	0.0706683	7.202	958061
frame0010.ply	26.9357	36.4824	34.1846	28920	0.0695637	7.285	956482
frame0011.ply	26.9612	36.5553	34.1383	28040	0.0661134	7.227	955417
frame0012.ply	27.013	36.6741	34.3057	27080	0.0645962	7.183	958615
frame0013.ply	27.1914	36.5529	34.4074	27728	0.0652296	7.335	959478
frame0014.ply	27.2378	36.7498	34.4025	27128	0.0639623	7.585	967615
frame0015.ply	27.3576	36.8218	34.4311	26440	0.0653412	7.149	961783
frame0016.ply	27.2565	36.9613	34.706	26288	0.0637549	7.358	965612
frame0017.ply	27.1749	36.9644	34.6904	26584	0.0661898	7.079	958200
frame0018.ply	27.1596	36.8765	34.5755	25576	0.04823	6.667	955097
frame0019.ply	27.2101	36.9707	34.681	26600	0.0670057	7.083	960959
frame0020.ply	27.1995	36.7928	34.6473	26672	0.0664544	7.113	958187
frame0021.ply	27.2903	37.2127	34.8246	23856	0.0474061	6.507	963526
frame0022.ply	27.3785	37.3008	35.0299	23728	0.0466126	6.544	972887
frame0023.ply	27.3516	37.5788	35.0873	23704	0.0471149	6.289	965423
frame0024.ply	27.3658	37.532	35.2014	24400	0.048286	6.369	958172
frame0025.ply	27.4261	37.2825	34.9603	25192	0.0493455	6.407	959318
frame0026.ply	27.275	37.1929	34.8878	25728	0.0496858	6.384	948051
frame0027.ply	27.1838	37.0256	34.8402	27032	0.0518547	6.392	941611
frame0028.ply	27.1285	36.887	34.6333	27280	0.0519102	6.466	929885
frame0029.ply	27.03	36.8595	34.6085	26992	0.0505609	6.497	923523
frame0030.ply	27.0392	36.6809	34.534	27040	0.0512066	6.44	923347
frame0031.ply	27.0217	36.862	34.5744	26936	0.0516117	6.447	927066
frame0032.ply	27.0874	36.8726	34.729	26624	0.0520108	6.328	921419
frame0033.ply	27.2284	37.0561	34.7889	26368	0.0517856	6.39	926468
frame0034.ply	27.1768	37.1565	34.9213	26192	0.0512657	6.418	931275
frame0035.ply	27.1929	37.0135	34.8755	26848	0.054322	6.22	918635
frame0036.ply	27.1729	37.0327	34.8601	25312	0.0528091	6.118	930133
frame0037.ply	27.0867	37.1125	34.8799	26264	0.0534962	6.224	918173
frame0038.ply	27.0584	36.9302	34.8167	26480	0.0541686	6.093	923617
frame0039.ply	27.1263	37.1233	34.8915	25928	0.0521811	6.299	917298
frame0040.ply	27.2192	37.199	34.969	25288	0.0519117	6.115	930627
frame0041.ply	27.1826	37.2409	35.062	26040	0.053321	6.241	913742
frame0042.ply	27.196	37.1572	34.9266	25192	0.0523854	6.053	924473
frame0043.ply	27.1653	37.2294	34.9689	25472	0.0519907	6.244	905559
frame0044.ply	27.1217	36.9724	34.7595	25360	0.0520002	6.074	904735
frame0045.ply	27.079	37.0695	34.8209	26048	0.0526375	6.258	909416
frame0046.ply	26.9745	36.8788	34.8368	27032	0.0539988	6.208	909620
frame0047.ply	26.7494	36.7306	34.4712	27728	0.053906	6.241	901318
frame0048.ply	26.9661	36.8933	34.702	27208	0.0527543	6.47	907434
frame0049.ply	26.8585	36.8854	34.6968	27480	0.0522204	6.519	885571
frame0050.ply	27.0693	36.9797	34.8378	27064	0.0521398	6.386	901521
frame0051.ply	27.0362	37.0119	34.8763	26904	0.0517557	6.312	896188
frame0052.ply	27.0317	36.9492	34.8497	26168	0.0512789	6.342	891919
frame0053.ply	27.0211	36.7665	34.7767	26632	0.0508668	6.397	889550
frame0054.ply	26.9885	36.9037	34.8743	26048	0.0502211	6.366	904540
frame0055.ply	27.0586	36.8796	34.9259	26560	0.0502061	6.439	893825
frame0056.ply	26.9718	36.9508	34.9251	25936	0.0511639	6.239	900046
frame0057.ply	27.0263	37.0172	35.0216	26504	0.0511328	6.347	898469
frame0058.ply	27.0183	36.9218	34.8976	25728	0.0512338	6.188	895351
frame0059.ply	26.9947	36.8625	34.733	26496	0.051997	6.279	892609
frame0060.ply	26.9868	36.9111	34.7359	26256	0.051287	6.296	903848
frame0061.ply	26.9566	36.8916	34.7338	27352	0.0525102	6.372	903500
frame0062.ply	27.0522	36.8313	34.7418	26160	0.0517592	6.257	909375
frame0063.ply	26.96	36.7759	34.6756	27848	0.0530281	6.475	922063
frame0064.ply	26.9388	36.7578	34.6189	27560	0.0524005	6.403	981998
frame0065.ply	26.9166	36.7998	34.7761	27048	0.0508478	6.492	1044668
frame0066.ply	26.9513	36.8622	34.7386	27552	0.0523965	6.433	1184649
frame0067.ply	26.9828	36.8796	34.713	28192	0.0520435	6.579	1289003
frame0068.ply	26.9847	36.7311	34.6543	26992	0.0520271	6.334	1389266
frame0069.ply	27.0391	36.7137	34.6431	27784	0.0517123	6.622	1423669
frame0070.ply	26.8953	36.6461	34.5702	27896	0.0528249	6.458	1466694
frame0071.ply	27.046	36.6977	34.5671	28048	0.0539472	6.419	1468667
frame0072.ply	26.8994	36.4897	34.5726	27832	0.0547192	6.309	1449437
frame0073.ply	26.9348	36.4826	34.5017	27776	0.0539811	6.352	1438471
frame0074.ply	26.9747	36.5554	34.5246	27408	0.0526703	6.319	1418866
frame0075.ply	26.9754	36.5408	34.4221	27656	0.0535005	6.321	1463456
frame0076.ply	26.9608	36.5763	34.5146	27792	0.0535347	6.289	1454905
frame0077.ply	26.8191	36.4267	34.3182	28296	0.054967	6.335	1469391
frame0078.ply	26.7658	36.3865	34.2667	28640	0.0552421	6.369	1459966
frame0079.ply	26.7135	36.3796	34.2889	28752	0.0546358	6.444	1451967
frame0080.ply	26.8119	36.4441	34.2952	28856	0.0560167	6.33	1475797
frame0081.ply	26.8751	36.5777	34.3783	29744	0.0562813	6.482	1484814
frame0082.ply	26.7942	36.354	34.2561	29192	0.0556766	6.455	1414040
frame0083.ply	26.9362	36.5283	34.4079	28872	0.0550697	6.424	1470959
frame0084.ply	26.8376	36.5662	34.4972	29832	0.0562911	6.522	1438796
frame0085.ply	26.8669	36.7824	34.6091	29024	0.0546364	6.523	1447874
frame0086.ply	26.9131	36.8495	34.6837	28392	0.0543676	6.392	1474871
frame0087.ply	26.9917	37.0658	34.7679	28440	0.0541491	6.449	1448832
frame0088.ply	27.1012	37.272	34.9921	27488	0.0523941	6.474	1489816
frame0089.ply	27.2578	37.5104	35.351	26888	0.052173	6.429	1487964
frame0090.ply	27.3684	37.5271	35.3936	26056	0.0505362	6.445	1490975
frame0091.ply	27.5591	37.7075	35.6844	26096	0.0490746	6.719	1493848
frame0092.ply	27.5337	37.5724	35.3839	23768	0.0333234	6.269	1400977
frame0093.ply	27.3661	37.4731	35.2624	25472	0.0349306	6.436	1335004
frame0094.ply	27.2631	37.1879	35.0322	26072	0.0342847	6.737	1219537
frame0095.ply	27.3267	37.1828	35.0576	24720	0.0341962	6.455	1029896
frame0096.ply	27.3174	37.3023	35.1031	26624	0.0347925	6.837	942890
frame0097.ply	27.2939	37.3226	35.1131	26520	0.0343597	6.821	908281
frame0098.ply	27.2293	37.2247	34.9255	26832	0.0336321	6.867	900013
frame0099.ply	27.1909	37.2126	34.864	27648	0.0357913	6.892	915676
frame0100.ply	27.1507	37.1376	34.8951	28624	0.051096	7.208	909670
frame0101.ply	27.1116	36.8722	34.7032	28656	0.0534439	7.081	924218
frame0102.ply	27.0656	36.8517	34.6248	29824	0.0545599	7.27	911880
frame0103.ply	27.1756	36.9516	34.6846	29304	0.0526603	7.376	906065
frame0104.ply	27.0151	36.8416	34.5973	28960	0.0349393	7.204	915025
frame0105.ply	27.0608	36.8738	34.619	29352	0.035319	7.181	929436
frame0106.ply	27.1297	36.997	34.71	28896	0.035279	7.143	938912
frame0107.ply	27.3895	37.1948	34.8977	28008	0.0338628	7.17	942155
frame0108.ply	27.495	37.3757	34.9872	28512	0.0342198	7.235	973390
frame0109.ply	27.8347	37.2951	34.9405	25296	0.0327902	6.775	979861
frame0110.ply	27.6016	37.0766	34.8073	28272	0.0339137	7.226	1000493
frame0111.ply	27.7363	37.1127	34.7157	27656	0.0332654	7.201	1000774
frame0112.ply	27.2815	36.7601	34.2416	30384	0.0371409	7.105	1001474
frame0113.ply	27.1035	36.5959	34.1036	31080	0.0374648	7.163	1024402
frame0114.ply	27.1305	36.6102	34.0481	31128	0.0372006	7.275	1014004
frame0115.ply	27.5446	36.9035	34.2864	29736	0.0347952	7.385	1027824
frame0116.ply	27.8071	36.9293	34.5137	27904	0.0338964	7.124	1028960
frame0117.ply	28.0426	37.1857	34.7843	26672	0.0318061	7.233	1018972
frame0118.ply	27.9963	37.1805	34.9828	23616	0.0323038	6.306	1012591
frame0119.ply	28.0496	37.4308	35.3637	23136	0.0299551	6.67	1001271
frame0120.ply	27.8593	37.4336	35.1776	23344	0.0312875	6.443	1010416
frame0121.ply	27.7611	37.5272	35.3232	20816	0.0307671	5.96	971916
frame0122.ply	27.6813	37.6406	35.1572	21896	0.0317223	6.226	1003489
frame0123.ply	27.5225	37.3629	35.0699	23208	0.0460904	6.437	980440
frame0124.ply	27.358	37.0549	34.6618	22184	0.0337302	5.967	954320
frame0125.ply	27.2224	36.9123	34.5179	26432	0.0496982	6.45	952005
frame0126.ply	27.1022	36.9101	34.4221	28216	0.0690448	7.075	965466
frame0127.ply	26.9748	36.4625	34.1874	28680	0.0687874	7.126	907397
frame0128.ply	27.0735	36.5318	34.295	28880	0.0678412	7.252	912852
frame0129.ply	26.9436	36.4145	34.1758	29864	0.0695752	7.293	929095
frame0130.ply	26.9506	36.3444	34.0696	28600	0.0687636	7.105	899562
frame0131.ply	26.9209	36.4827	34.1543	29504	0.0671287	7.56	919470
frame0132.ply	26.9477	36.481	34.2195	29224	0.0660722	7.372	862219
frame0133.ply	26.8628	36.3835	34.1947	29368	0.0682268	7.187	901500
frame0134.ply	26.9442	36.5998	34.3462	29184	0.067187	7.375	886708
frame0135.ply	26.9653	36.5092	34.3287	29952	0.0685153	7.366	894232
frame0136.ply	26.9541	36.532	34.2656	29360	0.068839	7.251	880218
frame0137.ply	26.9354	36.503	34.4148	29504	0.0683475	7.348	891481
frame0138.ply	27.1078	36.4822	34.511	28912	0.0665932	7.335	887033
frame0139.ply	26.9239	36.3727	34.3662	29408	0.0679819	7.325	908892
frame0140.ply	27.0357	36.5223	34.3323	28888	0.0675785	7.208	914692
frame0141.ply	26.9816	36.6375	34.3285	28704	0.0675095	7.231	919341
frame0142.ply	27.0361	36.5872	34.3413	28272	0.0677829	7.088	928464
frame0143.ply	27.0249	36.4806	34.4006	28128	0.0667726	7.127	918053
frame0144.ply	26.9806	36.4088	34.429	28944	0.0686662	7.072	945683
frame0145.ply	27.0776	36.3206	34.1635	27944	0.0686013	6.966	969072
frame0146.ply	26.9699	36.2245	34.1003	27464	0.0697414	6.694	960616
frame0147.ply	26.8314	36.1193	34.084	28464	0.0709696	6.835	938690
frame0148.ply	26.8278	36.0851	33.9858	26880	0.0524345	6.094	961158
frame0149.ply	26.8685	35.986	33.9062	27912	0.0513718	6.287	961957
frame0150.ply	26.842	36.0434	34.0663	26968	0.0519713	6.145	961476
frame0151.ply	26.9142	35.9689	33.9651	26696	0.0532733	6.07	975114
frame0152.ply	26.8837	35.9033	33.8571	26072	0.0529662	5.939	968768
frame0153.ply	27.1102	36.0501	33.9718	25960	0.0525659	6.11	971271
frame0154.ply	27.0466	35.9444	33.7248	24432	0.0384011	5.692	963890
frame0155.ply	27.1759	35.9567	33.7288	25184	0.051259	6.003	952174
frame0156.ply	27.1521	35.9525	33.7186	24760	0.0496641	5.863	946103
frame0157.ply	27.011	35.8385	33.5508	25408	0.0687478	6.203	921654
frame0158.ply	27.0902	35.7221	33.5198	24512	0.0487735	5.869	913820
frame0159.ply	26.9812	35.699	33.5276	26472	0.0687325	6.405	929017
frame0160.ply	26.8855	35.5522	33.3527	26320	0.0688972	6.244	890842
